image,n_cells,particles_total,particles_on_background,particles_in_cells_total,particles_on_boundary,particles_inside_not_boundary,mean_particles_per_cell_total,mean_particles_on_boundary_per_cell,mean_particles_inside_not_boundary_per_cell,clusters_count,frac_near_boundary_le_2px,mean_distance_to_boundary_px
colonn100.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0
colonn1003.png,24.0,125.0,63.0,62.0,0.0,62.0,2.5833333333333335,0.0,2.5833333333333335,114.0,0.03225806451612903,38.47001266479492
colonn1005.png,15.0,125.0,71.0,54.0,2.0,52.0,3.6,0.13333333333333333,3.466666666666667,117.0,0.12962962962962962,15.877240180969238
colonn1007.png,31.0,125.0,70.0,55.0,3.0,52.0,1.7741935483870968,0.0967741935483871,1.6774193548387097,120.0,0.09090909090909091,23.670671463012695
colonn1008.png,19.0,125.0,60.0,65.0,3.0,62.0,3.4210526315789473,0.15789473684210525,3.263157894736842,113.0,0.1076923076923077,13.51561450958252
colonn1009.png,2.0,125.0,65.0,60.0,2.0,58.0,30.0,1.0,29.0,86.0,0.1,16.14110565185547
colonn1012.png,5.0,125.0,75.0,50.0,5.0,45.0,10.0,1.0,9.0,104.0,0.1,14.445051193237305
colonn1015.png,32.0,125.0,66.0,59.0,5.0,54.0,1.84375,0.15625,1.6875,114.0,0.11864406779661017,14.33948802947998
colonn1017.png,21.0,125.0,60.0,65.0,2.0,63.0,3.0952380952380953,0.09523809523809523,3.0,115.0,0.03076923076923077,22.103368759155273
colonn1018.png,14.0,125.0,59.0,66.0,0.0,66.0,4.714285714285714,0.0,4.714285714285714,113.0,0.0,28.912981033325195
colonn1019.png,4.0,125.0,68.0,57.0,7.0,50.0,14.25,1.75,12.5,97.0,0.3157894736842105,9.475573539733887
colonn1020.png,5.0,125.0,52.0,73.0,4.0,69.0,14.6,0.8,13.8,95.0,0.1232876712328767,13.87238883972168
colonn1021.png,5.0,125.0,69.0,56.0,1.0,55.0,11.2,0.2,11.0,105.0,0.03571428571428571,19.569324493408203
colonn1026.png,3.0,125.0,65.0,60.0,1.0,59.0,20.0,0.3333333333333333,19.666666666666668,89.0,0.06666666666666667,15.263226509094238
colonn1028.png,5.0,125.0,57.0,68.0,5.0,63.0,13.6,1.0,12.6,98.0,0.19117647058823528,13.271965026855469
colonn1029.png,13.0,125.0,56.0,69.0,2.0,67.0,5.3076923076923075,0.15384615384615385,5.153846153846154,110.0,0.08695652173913043,14.185762405395508
colonn103.png,4.0,125.0,61.0,64.0,0.0,64.0,16.0,0.0,16.0,91.0,0.03125,16.723575592041016
colonn1034.png,9.0,125.0,65.0,60.0,0.0,60.0,6.666666666666667,0.0,6.666666666666667,119.0,0.016666666666666666,44.830177307128906
colonn1035.png,10.0,125.0,70.0,55.0,5.0,50.0,5.5,0.5,5.0,107.0,0.23636363636363636,7.2443342208862305
colonn1036.png,3.0,125.0,60.0,65.0,3.0,62.0,21.666666666666668,1.0,20.666666666666668,95.0,0.07692307692307693,14.062980651855469
colonn104.png,2.0,125.0,59.0,66.0,4.0,62.0,33.0,2.0,31.0,96.0,0.09090909090909091,20.56385612487793
colonn1040.png,12.0,125.0,70.0,55.0,3.0,52.0,4.583333333333333,0.25,4.333333333333333,109.0,0.10909090909090909,13.864073753356934
colonn1041.png,1.0,125.0,76.0,49.0,4.0,45.0,49.0,4.0,45.0,79.0,0.22448979591836735,11.575470924377441
colonn1042.png,1.0,125.0,62.0,63.0,6.0,57.0,63.0,6.0,57.0,65.0,0.2222222222222222,11.210979461669922
colonn1046.png,11.0,125.0,68.0,57.0,1.0,56.0,5.181818181818182,0.09090909090909091,5.090909090909091,119.0,0.07017543859649122,18.12660026550293
colonn1049.png,28.0,125.0,67.0,58.0,4.0,54.0,2.0714285714285716,0.14285714285714285,1.9285714285714286,117.0,0.15517241379310345,20.522537231445312
colonn1050.png,22.0,125.0,50.0,75.0,3.0,72.0,3.409090909090909,0.13636363636363635,3.272727272727273,117.0,0.08,17.068063735961914
colonn1051.png,1.0,125.0,68.0,57.0,5.0,52.0,57.0,5.0,52.0,69.0,0.15789473684210525,11.441346168518066
colonn1053.png,30.0,125.0,52.0,73.0,1.0,72.0,2.433333333333333,0.03333333333333333,2.4,120.0,0.0684931506849315,20.351905822753906
colonn1055.png,15.0,125.0,63.0,62.0,1.0,61.0,4.133333333333334,0.06666666666666667,4.066666666666666,119.0,0.03225806451612903,28.233064651489258
colonn1058.png,29.0,125.0,68.0,57.0,6.0,51.0,1.9655172413793103,0.20689655172413793,1.7586206896551724,119.0,0.15789473684210525,12.236471176147461
colonn1060.png,24.0,125.0,66.0,59.0,3.0,56.0,2.4583333333333335,0.125,2.3333333333333335,112.0,0.0847457627118644,20.97785186767578
colonn1062.png,1.0,125.0,69.0,56.0,4.0,52.0,56.0,4.0,52.0,79.0,0.10714285714285714,13.61998462677002
colonn1063.png,31.0,125.0,64.0,61.0,1.0,60.0,1.967741935483871,0.03225806451612903,1.935483870967742,118.0,0.03278688524590164,31.352214813232422
